year,countyreal,lpop,lemp,first_treat,treat,cluster1
2004,12121,3.55088095595665,5.69709348650541,2006,1,12
2005,12121,3.55088095595665,5.70044357339069,2006,1,12
2006,12121,3.55088095595665,5.77765232322266,2006,1,12
2007,12121,3.55088095595665,5.78382518232974,2006,1,12
2003,13011,2.66875481849457,5.27299955856375,0,0,2
2004,13011,2.66875481849457,5.31320597904179,0,0,2
2005,13011,2.66875481849457,5.49306144334055,0,0,2
2006,13011,2.66875481849457,5.59842195899838,0,0,2
2007,13011,2.66875481849457,5.57215403217777,0,0,2
2003,13013,3.83176694166248,6.18826412308259,0,0,0
2004,13013,3.83176694166248,6.18208490671663,0,0,0
2005,13013,3.83176694166248,6.25575004175337,0,0,0
2006,13013,3.83176694166248,6.4377516497364,0,0,0
2007,13013,3.83176694166248,6.40191719672719,0,0,0
2003,13019,2.78716940555481,5.56452040732269,0,0,4
2004,13019,2.78716940555481,5.55682806169954,0,0,4
2005,13019,2.78716940555481,5.65599181081985,0,0,4
2006,13019,2.78716940555481,5.62762111369064,0,0,4
2007,13019,2.78716940555481,4.99721227376412,0,0,4
2003,13021,5.03621856684166,7.73892375743946,0,0,13
2004,13021,5.03621856684166,7.72797554210556,0,0,13
2005,13021,5.03621856684166,7.73149202924568,0,0,13
2006,13021,5.03621856684166,7.70975686445417,0,0,13
2007,13021,5.03621856684166,7.60738142563979,0,0,13
2003,13037,1.84371920815877,2.77258872223978,0,0,5
2004,13037,1.84371920815877,3.04452243772342,0,0,5
2005,13037,1.84371920815877,2.70805020110221,0,0,5
2006,13037,1.84371920815877,3.17805383034795,0,0,5
2007,13037,1.84371920815877,3.46573590279973,0,0,5
2003,13039,3.77652396396598,6.22455842927536,0,0,7
2004,13039,3.77652396396598,6.29156913955832,0,0,7
2005,13039,3.77652396396598,6.35610766069589,0,0,7
2006,13039,3.77652396396598,6.34212141872115,0,0,7
2007,13039,3.77652396396598,6.29341927884648,0,0,7
2003,13049,2.33039479363331,4.62497281328427,0,0,0
2004,13049,2.33039479363331,4.46590811865458,0,0,0
2005,13049,2.33039479363331,4.66343909411207,0,0,0
2006,13049,2.33039479363331,4.70048036579242,0,0,0
2007,13049,2.33039479363331,4.75359019110636,0,0,0
2003,13057,4.95514372559156,7.42237370098682,0,0,7
2004,13057,4.95514372559156,7.49997654095212,0,0,7
2005,13057,4.95514372559156,7.62608275807238,0,0,7
2006,13057,4.95514372559156,7.71378461659876,0,0,7
2007,13057,4.95514372559156,7.80343505695217,0,0,7
2003,13077,4.49104918688339,7.11314210870709,0,0,13
2004,13077,4.49104918688339,7.07834157955767,0,0,13
2005,13077,4.49104918688339,7.10414409298753,0,0,13
2006,13077,4.49104918688339,7.16162200293919,0,0,13
2007,13077,4.49104918688339,7.26332961747684,0,0,13
2003,13079,2.52532856428692,4.02535169073515,0,0,1
2004,13079,2.52532856428692,3.66356164612965,0,0,1
2005,13079,2.52532856428692,3.43398720448515,0,0,1
2006,13079,2.52532856428692,3.40119738166216,0,0,1
2007,13079,2.52532856428692,3.13549421592915,0,0,1
2003,13093,2.44451858888271,3.76120011569356,0,0,11
2004,13093,2.44451858888271,3.73766961828337,0,0,11
2005,13093,2.44451858888271,3.63758615972639,0,0,11
2006,13093,2.44451858888271,4.0943445622221,0,0,11
2007,13093,2.44451858888271,4.34380542185368,0,0,11
2003,13097,4.52367809513269,7.42714413340862,0,0,14
2004,13097,4.52367809513269,7.46794233228585,0,0,14
2005,13097,4.52367809513269,7.57507169950756,0,0,14
2006,13097,4.52367809513269,7.71512360363211,0,0,14
2007,13097,4.52367809513269,7.82763954636642,0,0,14
2003,13109,2.3508989532726,5.19849703126583,0,0,6
2004,13109,2.3508989532726,5.15905529921453,0,0,6
2005,13109,2.3508989532726,5.21493575760899,0,0,6
2006,13109,2.3508989532726,5.13579843705026,0,0,6
2007,13109,2.3508989532726,5.20948615284142,0,0,6
2003,13113,4.51374544806874,7.42535788702715,0,0,13
2004,13113,4.51374544806874,7.44366368311559,0,0,13
2005,13113,4.51374544806874,7.45182223652793,0,0,13
2006,13113,4.51374544806874,7.51752085060303,0,0,13
2007,13113,4.51374544806874,7.63723438878947,0,0,13
2003,13117,4.58911193973939,7.33106030521863,0,0,13
2004,13117,4.58911193973939,7.38894609761844,0,0,13
2005,13117,4.58911193973939,7.52779398772144,0,0,13
2006,13117,4.58911193973939,7.64730883235624,0,0,13
2007,13117,4.58911193973939,7.63819824428578,0,0,13
2003,13129,3.78655048128738,6.44571981938558,0,0,5
2004,13129,3.78655048128738,6.37672694789863,0,0,5
2005,13129,3.78655048128738,6.361302477573,0,0,5
2006,13129,3.78655048128738,6.35437004079735,0,0,5
2007,13129,3.78655048128738,6.39859493453521,0,0,5
2003,13135,6.37748856255844,9.19482056031815,0,0,6
2004,13135,6.37748856255844,9.14590851181679,0,0,6
2005,13135,6.37748856255844,9.19482056031815,0,0,6
2006,13135,6.37748856255844,9.29504909990314,0,0,6
2007,13135,6.37748856255844,9.29569203907569,0,0,6
2003,13147,3.13536377263919,5.5834963087817,0,0,11
2004,13147,3.13536377263919,5.44241771052179,0,0,11
2005,13147,3.13536377263919,5.5834963087817,0,0,11
2006,13147,3.13536377263919,5.51342874616498,0,0,11
2007,13147,3.13536377263919,5.57215403217777,0,0,11
2003,13155,2.29566117792122,4.06044301054642,0,0,14
2004,13155,2.29566117792122,3.8286413964891,0,0,14
2005,13155,2.29566117792122,4.12713438504509,0,0,14
2006,13155,2.29566117792122,3.8286413964891,0,0,14
2007,13155,2.29566117792122,3.87120101090789,0,0,14
2003,13161,2.5403413566761,5.01063529409626,0,0,13
2004,13161,2.5403413566761,4.91265488573605,0,0,13
2005,13161,2.5403413566761,5.07517381523383,0,0,13
2006,13161,2.5403413566761,5.19849703126583,0,0,13
2007,13161,2.5403413566761,5.23644196282995,0,0,13
2003,13179,4.12082419502648,6.02344759296103,0,0,11
2004,13179,4.12082419502648,5.91620206260744,0,0,11
2005,13179,4.12082419502648,6.17586727010576,0,0,11
2006,13179,4.12082419502648,6.13556489108174,0,0,11
2007,13179,4.12082419502648,6.15060276844628,0,0,11
2003,13195,3.24765762629365,4.75359019110636,0,0,0
2004,13195,3.24765762629365,4.77912349311153,0,0,0
2005,13195,3.24765762629365,4.66343909411207,0,0,0
2006,13195,3.24765762629365,4.87519732320115,0,0,0
2007,13195,3.24765762629365,5.00394630594546,0,0,0
2003,13197,1.9662728435742,3.73766961828337,0,0,1
2004,13197,1.9662728435742,3.63758615972639,0,0,1
2005,13197,1.9662728435742,3.52636052461616,0,0,1
2006,13197,1.9662728435742,3.89182029811063,0,0,1
2007,13197,1.9662728435742,3.95124371858143,0,0,1
2003,13209,2.1126345090356,3.8286413964891,0,0,9
2004,13209,2.1126345090356,3.40119738166216,0,0,9
2005,13209,2.1126345090356,3.55534806148941,0,0,9
2006,13209,2.1126345090356,3.66356164612965,0,0,9
2007,13209,2.1126345090356,3.58351893845611,0,0,9
2003,13211,2.73806197517018,5.19295685089021,0,0,6
2004,13211,2.73806197517018,5.18738580584076,0,0,6
2005,13211,2.73806197517018,5.28320372873799,0,0,6
2006,13211,2.73806197517018,5.605802066296,0,0,6
2007,13211,2.73806197517018,5.59471137960184,0,0,6
2003,13213,3.59747663064059,5.71042701737487,0,0,0
2004,13213,3.59747663064059,5.68357976733868,0,0,0
2005,13213,3.59747663064059,5.38449506278909,0,0,0
2006,13213,3.59747663064059,5.72031177660741,0,0,0
2007,13213,3.59747663064059,5.65248918026865,0,0,0
2003,13217,4.12715051394728,6.45204895443723,0,0,1
2004,13217,4.12715051394728,6.49677499018586,0,0,1
2005,13217,4.12715051394728,6.51619307604296,0,0,1
2006,13217,4.12715051394728,6.62804137617953,0,0,1
2007,13217,4.12715051394728,6.62539236800796,0,0,1
2003,13223,4.40278468775839,6.38519439899773,0,0,13
2004,13223,4.40278468775839,6.48463523563525,0,0,13
2005,13223,4.40278468775839,6.71295620067707,0,0,13
2006,13223,4.40278468775839,6.80682936039218,0,0,13
2007,13223,4.40278468775839,6.98471632011827,0,0,13
2003,13227,3.13475481220279,5.32300997913841,0,0,6
2004,13227,3.13475481220279,5.4380793089232,0,0,6
2005,13227,3.13475481220279,5.37527840768417,0,0,6
2006,13227,3.13475481220279,5.40717177146012,0,0,6
2007,13227,3.13475481220279,5.4510384535657,0,0,6
2003,13233,3.64092269256804,5.96614673912369,0,0,6
2004,13233,3.64092269256804,5.92692602597041,0,0,6
2005,13233,3.64092269256804,5.94803498918065,0,0,6
2006,13233,3.64092269256804,5.90808293816893,0,0,6
2007,13233,3.64092269256804,5.91079664404053,0,0,6
2003,13237,2.9344949640828,5.00394630594546,0,0,14
2004,13237,2.9344949640828,5.03695260241363,0,0,14
2005,13237,2.9344949640828,5.08759633523238,0,0,14
2006,13237,2.9344949640828,5.52545293913178,0,0,14
2007,13237,2.9344949640828,5.4249500174814,0,0,14
2003,13241,2.71137799119489,5.4510384535657,0,0,3
2004,13241,2.71137799119489,5.26269018890489,0,0,3
2005,13241,2.71137799119489,5.4249500174814,0,0,3
2006,13241,2.71137799119489,5.37063802812766,0,0,3
2007,13241,2.71137799119489,5.40717177146012,0,0,3
2003,13263,1.87149443724691,2.39789527279837,0,0,8
2004,13263,1.87149443724691,2.77258872223978,0,0,8
2005,13263,1.87149443724691,1.94591014905531,0,0,8
2006,13263,1.87149443724691,1.79175946922806,0,0,8
2007,13263,1.87149443724691,2.30258509299405,0,0,8
2003,13271,2.46759092757831,4.68213122712422,0,0,5
2004,13271,2.46759092757831,4.86753445045558,0,0,5
2005,13271,2.46759092757831,5.16478597392351,0,0,5
2006,13271,2.46759092757831,5.28320372873799,0,0,5
2007,13271,2.46759092757831,5.19295685089021,0,0,5
2003,13273,2.39516427428714,3.98898404656427,0,0,8
2004,13273,2.39516427428714,4.0943445622221,0,0,8
2005,13273,2.39516427428714,4.17438726989564,0,0,8
2006,13273,2.39516427428714,4.18965474202643,0,0,8
2007,13273,2.39516427428714,4.0943445622221,0,0,8
2003,13297,4.10572950708866,6.53233429222235,0,0,3
2004,13297,4.10572950708866,6.4085287910595,0,0,3
2005,13297,4.10572950708866,6.35437004079735,0,0,3
2006,13297,4.10572950708866,6.52649485957079,0,0,3
2007,13297,4.10572950708866,6.62936325343745,0,0,3
2003,13303,3.0528684649248,5.11799381241676,0,0,10
2004,13303,3.0528684649248,4.99043258677874,0,0,10
2005,13303,3.0528684649248,4.969813299576,0,0,10
2006,13303,3.0528684649248,4.93447393313069,0,0,10
2007,13303,3.0528684649248,5.04342511691925,0,0,10
2003,13313,4.42514598824282,7.15148546390474,0,0,7
2004,13313,4.42514598824282,7.15539630189673,0,0,7
2005,13313,4.42514598824282,7.20042489294496,0,0,7
2006,13313,4.42514598824282,7.27586460054653,0,0,7
2007,13313,4.42514598824282,7.18841273649695,0,0,7
2003,13317,2.36902804954276,4.92725368515721,0,0,0
2004,13317,2.36902804954276,4.74493212836325,0,0,0
2005,13317,2.36902804954276,4.64439089914137,0,0,0
2006,13317,2.36902804954276,4.59511985013459,0,0,0
2007,13317,2.36902804954276,4.54329478227,0,0,0
2003,13321,3.08954132723205,4.96284463025991,0,0,3
2004,13321,3.08954132723205,4.97673374242057,0,0,3
2005,13321,3.08954132723205,5.08759633523238,0,0,3
2006,13321,3.08954132723205,5.15329159449778,0,0,3
2007,13321,3.08954132723205,4.89034912822175,0,0,3
2003,16003,1.24588220740315,3.25809653802148,0,0,11
2004,16003,1.24588220740315,3.61091791264422,0,0,11
2005,16003,1.24588220740315,3.98898404656427,0,0,11
2006,16003,1.24588220740315,3.98898404656427,0,0,11
2007,16003,1.24588220740315,3.89182029811063,0,0,11
2003,16015,1.89761985992753,3.89182029811063,0,0,9
2004,16015,1.89761985992753,3.91202300542815,0,0,9
2005,16015,1.89761985992753,4.17438726989564,0,0,9
2006,16015,1.89761985992753,4.02535169073515,0,0,9
2007,16015,1.89761985992753,4.14313472639153,0,0,9
2003,16017,3.60644848013478,6.29710931993394,0,0,8
2004,16017,3.60644848013478,6.29894924685594,0,0,8
2005,16017,3.60644848013478,6.4281052726846,0,0,8
2006,16017,3.60644848013478,6.42971947803914,0,0,8
2007,16017,3.60644848013478,6.40522845803084,0,0,8
2003,16021,2.28960116543575,4.89783979995091,0,0,12
2004,16021,2.28960116543575,4.83628190695148,0,0,12
2005,16021,2.28960116543575,4.96284463025991,0,0,12
2006,16021,2.28960116543575,4.99721227376412,0,0,12
2007,16021,2.28960116543575,4.82028156560504,0,0,12
2003,16029,1.98842214329267,4.9416424226093,0,0,0
2004,16029,1.98842214329267,4.79579054559674,0,0,0
2005,16029,1.98842214329267,4.98360662170834,0,0,0
2006,16029,1.98842214329267,4.78749174278205,0,0,0
2007,16029,1.98842214329267,5.03695260241363,0,0,0
2003,16041,2.42736580989135,5.63835466933375,0,0,4
2004,16041,2.42736580989135,5.53733426701854,0,0,4
2005,16041,2.42736580989135,5.62762111369064,0,0,4
2006,16041,2.42736580989135,5.6937321388027,0,0,4
2007,16041,2.42736580989135,5.74939298590825,0,0,4
2003,16045,2.72004464595058,5.01727983681492,0,0,12
2004,16045,2.72004464595058,4.92725368515721,0,0,12
2005,16045,2.72004464595058,5.12989871492307,0,0,12
2006,16045,2.72004464595058,5.08759633523238,0,0,12
2007,16045,2.72004464595058,5.19849703126583,0,0,12
2003,16067,3.00439464663264,5.73334127689775,0,0,5
2004,16067,3.00439464663264,5.73979291217923,0,0,5
2005,16067,3.00439464663264,5.73334127689775,0,0,5
2006,16067,3.00439464663264,5.77455154554441,0,0,5
2007,16067,3.00439464663264,5.80814248998044,0,0,5
2003,16079,2.62256493174499,5.09375020080676,0,0,9
2004,16079,2.62256493174499,5.17614973257383,0,0,9
2005,16079,2.62256493174499,5.14749447681345,0,0,9
2006,16079,2.62256493174499,5.24702407216049,0,0,9
2007,16079,2.62256493174499,5.38449506278909,0,0,9
2003,16083,4.16331076668682,7.20489251020467,0,0,3
2004,16083,4.16331076668682,7.18311170174328,0,0,3
2005,16083,4.16331076668682,7.14045304310116,0,0,3
2006,16083,4.16331076668682,7.23489842031483,0,0,3
2007,16083,4.16331076668682,7.28961052145117,0,0,3
2003,17005,2.86977214642579,5.18738580584076,2004,1,3
2004,17005,2.86977214642579,5.06890420222023,2004,1,3
2005,17005,2.86977214642579,4.93447393313069,2004,1,3
2006,17005,2.86977214642579,4.89034912822175,2004,1,3
2007,17005,2.86977214642579,4.99043258677874,2004,1,3
2003,17015,2.81385061998842,5.42934562895444,2004,1,0
2004,17015,2.81385061998842,5.42053499927229,2004,1,0
2005,17015,2.81385061998842,5.50125821054473,2004,1,0
2006,17015,2.81385061998842,5.46806014113513,2004,1,0
2007,17015,2.81385061998842,5.4553211153577,2004,1,0
2003,17025,2.67827804276854,5.08759633523238,2004,1,1
2004,17025,2.67827804276854,5.00394630594546,2004,1,1
2005,17025,2.67827804276854,4.85203026391962,2004,1,1
2006,17025,2.67827804276854,4.98360662170834,2004,1,1
2007,17025,2.67827804276854,4.97673374242057,2004,1,1
2003,17035,2.42063475976786,4.92725368515721,2004,1,10
2004,17035,2.42063475976786,4.59511985013459,2004,1,10
2005,17035,2.42063475976786,4.44265125649032,2004,1,10
2006,17035,2.42063475976786,4.30406509320417,2004,1,10
2007,17035,2.42063475976786,4.46590811865458,2004,1,10
2003,17047,1.94175868650426,4.35670882668959,2004,1,3
2004,17047,1.94175868650426,4.39444915467244,2004,1,3
2005,17047,1.94175868650426,4.20469261939097,2004,1,3
2006,17047,1.94175868650426,4.00733318523247,2004,1,3
2007,17047,1.94175868650426,4.12713438504509,2004,1,3
2003,17049,3.53409524031307,6.99025650049388,2004,1,0
2004,17049,3.53409524031307,6.90975328164481,2004,1,0
2005,17049,3.53409524031307,6.87523208727658,2004,1,0
2006,17049,3.53409524031307,6.8330317327862,2004,1,0
2007,17049,3.53409524031307,6.87626461189077,2004,1,0
2003,17053,2.65612512823729,5.61677109766657,2004,1,3
2004,17053,2.65612512823729,5.48893772615669,2004,1,3
2005,17053,2.65612512823729,5.48893772615669,2004,1,3
2006,17053,2.65612512823729,5.51342874616498,2004,1,3
2007,17053,2.65612512823729,5.31320597904179,2004,1,3
2003,17063,3.62527383102497,6.58063913728495,2004,1,1
2004,17063,3.62527383102497,6.47697236288968,2004,1,1
2005,17063,3.62527383102497,6.49375383985169,2004,1,1
2006,17063,3.62527383102497,6.4831073514572,2004,1,1
2007,17063,3.62527383102497,6.5694814204143,2004,1,1
2003,17089,6.00170938904395,9.0067543198775,2004,1,8
2004,17089,6.00170938904395,8.96763166516713,2004,1,8
2005,17089,6.00170938904395,8.99118884193151,2004,1,8
2006,17089,6.00170938904395,8.97802993283716,2004,1,8
2007,17089,6.00170938904395,9.02509454366498,2004,1,8
2003,17097,6.46825136840052,9.27369068747694,2004,1,8
2004,17097,6.46825136840052,9.22147811638664,2004,1,8
2005,17097,6.46825136840052,9.2072355570227,2004,1,8
2006,17097,6.46825136840052,9.24599704918422,2004,1,8
2007,17097,6.46825136840052,9.23824732522919,2004,1,8
2003,17113,5.01351780234143,7.89095671613892,2004,1,2
2004,17113,5.01351780234143,7.77653502818524,2004,1,2
2005,17113,5.01351780234143,7.755767170103,2004,1,2
2006,17113,5.01351780234143,7.74022952476318,2004,1,2
2007,17113,5.01351780234143,7.8188324438034,2004,1,2
2003,17125,2.77496090638484,5.24702407216049,2004,1,4
2004,17125,2.77496090638484,5.25227342804663,2004,1,4
2005,17125,2.77496090638484,4.97673374242057,2004,1,4
2006,17125,2.77496090638484,4.99043258677874,2004,1,4
2007,17125,2.77496090638484,5.05624580534831,2004,1,4
2003,17135,3.42269791310816,6.07764224334903,2004,1,0
2004,17135,3.42269791310816,6.10255859461357,2004,1,0
2005,17135,3.42269791310816,6.15485809401642,2004,1,0
2006,17135,3.42269791310816,6.0137151560428,2004,1,0
2007,17135,3.42269791310816,6.01615715969835,2004,1,0
2003,17155,1.80599105147478,4.02535169073515,2004,1,11
2004,17155,1.80599105147478,3.73766961828337,2004,1,11
2005,17155,1.80599105147478,3.91202300542815,2004,1,11
2006,17155,1.80599105147478,3.78418963391826,2004,1,11
2007,17155,1.80599105147478,4.24849524204936,2004,1,11
2003,17161,5.0064532281027,7.87663846097546,2004,1,13
2004,17161,5.0064532281027,7.82404601085629,2004,1,13
2005,17161,5.0064532281027,7.86557175768479,2004,1,13
2006,17161,5.0064532281027,7.85166117788927,2004,1,13
2007,17161,5.0064532281027,7.82923253754359,2004,1,13
2003,17169,1.97255208000173,4.52178857704904,2004,1,4
2004,17169,1.97255208000173,4.53259949315326,2004,1,4
2005,17169,1.97255208000173,4.31748811353631,2004,1,4
2006,17169,1.97255208000173,4.38202663467388,2004,1,4
2007,17169,1.97255208000173,4.43081679884331,2004,1,4
2003,17193,2.7324826172428,5.4510384535657,2004,1,1
2004,17193,2.7324826172428,5.3890717298165,2004,1,1
2005,17193,2.7324826172428,5.25227342804663,2004,1,1
2006,17193,2.7324826172428,5.17614973257383,2004,1,1
2007,17193,2.7324826172428,5.27299955856375,2004,1,1
2003,17195,4.10516909830525,6.71780469502369,2004,1,14
2004,17195,4.10516909830525,6.6682282484174,2004,1,14
2005,17195,4.10516909830525,6.76849321164863,2004,1,14
2006,17195,4.10516909830525,6.68959926917897,2004,1,14
2007,17195,4.10516909830525,6.73221070646721,2004,1,14
2003,17199,4.11571458795829,6.81014245011514,2004,1,14
2004,17199,4.11571458795829,6.8596149036542,2004,1,14
2005,17199,4.11571458795829,6.77764659363512,2004,1,14
2006,17199,4.11571458795829,6.72982407048948,2004,1,14
2007,17199,4.11571458795829,6.77878489768518,2004,1,14
2003,17203,3.56865907554909,6.5191472879404,2004,1,7
2004,17203,3.56865907554909,6.44094654063292,2004,1,7
2005,17203,3.56865907554909,6.41673228251233,2004,1,7
2006,17203,3.56865907554909,6.46925031679577,2004,1,7
2007,17203,3.56865907554909,6.48616078894409,2004,1,7
2003,18005,4.26878794531712,7.15305163493748,0,0,1
2004,18005,4.26878794531712,7.11720550316434,0,0,1
2005,18005,4.26878794531712,7.16626597413364,0,0,1
2006,18005,4.26878794531712,7.10002716662926,0,0,1
2007,18005,4.26878794531712,7.08170858610558,0,0,1
2003,18017,3.71186329050431,6.29156913955832,0,0,9
2004,18017,3.71186329050431,6.20455776256869,0,0,9
2005,18017,3.71186329050431,6.10255859461357,0,0,9
2006,18017,3.71186329050431,6.0913098820777,0,0,9
2007,18017,3.71186329050431,6.06145691892802,0,0,9
2003,18019,4.56925281080129,7.40610338123702,0,0,7
2004,18019,4.56925281080129,7.31388683163346,0,0,7
2005,18019,4.56925281080129,7.27931883541462,0,0,7
2006,18019,4.56925281080129,7.40974195408092,0,0,7
2007,18019,4.56925281080129,7.36897040219479,0,0,7
2003,18021,3.27925571085691,5.47227067367148,0,0,10
2004,18021,3.27925571085691,5.73657229747919,0,0,10
2005,18021,3.27925571085691,5.75574221358691,0,0,10
2006,18021,3.27925571085691,5.60947179518496,0,0,10
2007,18021,3.27925571085691,5.56068163101553,0,0,10
2003,18023,3.52241156124315,6.12029741895095,0,0,9
2004,18023,3.52241156124315,6.07073772800249,0,0,9
2005,18023,3.52241156124315,6.04263283368238,0,0,9
2006,18023,3.52241156124315,6.00141487796115,0,0,9
2007,18023,3.52241156124315,6.02344759296103,0,0,9
