"id","period","Y","G","X",".w",".rowid"
"52",76,2,2.02226183345679,4,0.568882411622157,1,52
"53",77,2,9.53866237756189,2,0.973361849695393,1,53
"54",79,1,0.775910836654322,2,-0.155878280705276,1,54
"55",81,2,4.90853835196012,2,0.0682826355014952,1,55
"56",84,1,2.47634052801392,2,-0.718173400221401,1,56
"57",85,2,4.40746716166655,2,0.257356148404738,1,57
"58",87,1,5.10005257109106,2,0.341166815768429,1,58
"59",88,1,2.77229343030279,4,0.463860217729086,1,59
"60",90,1,3.6116389729445,2,1.3340097786449,1,60
"61",91,1,4.36434619129883,3,1.9596298288414,1,61
"62",93,4,10.5148400583853,3,0.19661218839701,1,62
"63",94,4,7.28244410591476,4,-0.728541727367906,1,63
"64",96,1,4.3125526480921,2,0.409850452707452,1,64
"65",98,3,-1.79427889915733,2,-1.58721790536628,1,65
"66",100,3,4.57621917093298,3,-0.494656380134868,1,66
"67",101,1,0.254243926159343,2,0.308494781317975,1,67
"68",102,4,9.96818525473779,2,0.511875067584697,1,68
"69",103,4,2.88234418130908,3,-1.25980221597085,1,69
"70",104,2,-0.243798024863644,2,-1.04387577997364,1,70
"71",105,3,1.85267556775622,2,-0.65102782409918,1,71
"72",108,3,3.08951133521012,2,-1.24600456371133,1,72
"73",109,4,10.9664262577346,4,0.557007750093222,1,73
"74",110,1,-1.70328480583523,2,-1.45329669228765,1,74
"75",111,4,13.6240316412118,4,0.854689833051373,1,75
"76",115,3,6.13730193496201,3,0.272696450306404,1,76
"77",116,3,4.15929862494618,2,-0.73275000490526,1,77
"78",119,3,4.53495313459298,4,-0.520083459681525,1,78
"79",121,2,3.2791439763929,4,1.54817591792281,1,79
"80",122,4,11.8182414859194,4,1.00965199951691,1,80
"81",123,2,3.31381397378962,2,-0.857924651954319,1,81
"82",124,4,7.86023619650627,4,-0.216635445562959,1,82
"83",125,2,7.17494652926114,2,1.3243446729789,1,83
"84",126,2,4.46965822985732,4,-0.78152799168421,1,84
"85",127,1,1.15498145335787,2,-0.609634911734216,1,85
"86",128,3,9.47589206033764,3,1.28574889107613,1,86
"87",129,1,1.57212469040211,3,-1.80516082917163,1,87
"88",130,2,0.92010664865701,2,-1.43355083893784,1,88
"89",131,1,-2.12753501039589,2,-1.19516919709767,1,89
"90",132,3,8.92519294394305,2,-0.00939338270370127,1,90
"91",134,3,2.94682294025749,4,0.516890424065998,1,91
"92",135,2,4.27120785639306,3,0.337828854306191,1,92
"93",136,2,7.69619610790546,4,1.31695456811743,1,93
"94",137,3,7.62204828168928,2,0.64236535151224,1,94
"95",138,1,3.24533631456815,2,0.631890490866124,1,95
"96",139,4,7.34242593000375,3,-0.0990383966922303,1,96
"97",140,3,9.17309345107858,3,0.0618402701962942,1,97
"98",142,1,2.97121990020085,3,0.670677681928661,1,98
"99",143,4,11.3822650674588,2,0.482633386558463,1,99
"100",144,1,4.54636495673249,3,0.956871196026374,1,100
"101",146,3,6.65705427143477,3,0.799228260204564,1,101
"102",147,1,-1.64176018103734,2,-0.968850572543784,1,102
"103",148,4,14.6906194127167,2,1.48212136703683,1,103
"104",149,2,3.40274628587501,4,0.730703439401214,1,104
"105",150,3,5.67485166974579,3,0.0729597333441266,1,105
"106",151,1,6.73017120871449,3,1.24652108002891,1,106
"107",152,1,0.896232216313384,2,-1.08022521259094,1,107
"108",153,2,9.84304190447353,4,0.689825164145841,1,108
"109",154,2,4.74804084718487,2,-0.305187443088934,1,109
"110",155,2,1.49989273322785,3,0.450456645030566,1,110
"111",156,1,4.18949069236853,3,1.77216257991788,1,111
"112",157,4,11.2468759059972,3,0.763308426698197,1,112
"113",158,1,3.43301871235375,3,0.0897204196946094,1,113
"114",160,2,7.36672931730716,4,1.18035476940755,1,114
"115",163,3,5.40432494706807,2,0.329268379377144,1,115
"116",164,2,2.878320640856,4,0.810251322752951,1,116
"117",165,4,10.8155162067928,3,0.578870261060415,1,117
"118",166,2,1.97687796692156,3,-2.34704878327947,1,118
"119",167,2,5.24032937378954,2,-0.525801353124531,1,119
"120",170,3,6.88273982289284,4,-0.0849928046191615,1,120
"121",172,2,4.14371236744179,4,1.6384762511834,1,121
"122",174,1,6.69693380433991,3,2.17242527909957,1,122
"123",176,2,3.60690996960014,2,-1.96001868491031,1,123
"124",177,1,3.44013991676297,3,-0.667218109725443,1,124
"125",178,2,3.84615944244024,2,-0.550740043153856,1,125
"126",179,3,7.39952461513919,2,0.292502134318011,1,126
"127",180,2,3.1850772348611,4,-0.190263840482301,1,127
"128",181,3,9.91449492141272,4,0.0105149323655007,1,128
"129",182,4,14.9974277742201,2,1.65462295503171,1,129
"130",183,2,2.32589134530629,4,-0.730457631576455,1,130
"131",184,4,-4.7120573651402,3,-1.61943155248197,1,131
"132",185,4,5.41568065082148,2,0.163281048173028,1,132
"133",186,4,12.4700029459273,4,1.21951548826928,1,133
"134",187,3,2.33623211737119,4,-1.40200092375671,1,134
"135",188,4,5.81683617842984,2,-0.160820739817384,1,135
"136",190,4,8.87992557948462,3,-0.134006961274838,1,136
"137",192,3,-6.33736551880348,3,-2.80591758026896,1,137
"138",194,4,4.39362106794239,3,-0.244041633803771,1,138
"139",196,1,2.39167332481557,3,0.23655007524838,1,139
"140",198,1,2.73286615714331,2,-0.196390860232714,1,140
"141",199,3,3.18928455609417,3,-1.37629051095253,1,141
"142",200,3,6.07036745152227,2,0.923451350482246,1,142
"143",201,1,5.0602164019917,3,1.36969329718851,1,143
"144",203,1,2.70142832693966,3,0.798687164121301,1,144
"145",204,1,2.42529417518627,2,0.0536472529620687,1,145
"146",205,4,8.15478209620555,2,1.24182313546388,1,146
"147",207,3,5.76063814972087,4,1.16586827613059,1,147
"148",208,3,7.95565542896099,3,0.0581860804143147,1,148
"149",209,3,9.50584649589605,3,0.988429292800388,1,149
"150",211,3,7.92445238977413,3,0.638153394522118,1,150
"151",212,1,4.62948804853827,4,0.558353146855108,1,151
"152",214,4,5.8604492728023,2,-0.778154983751515,1,152
"153",215,2,6.29717347985335,4,1.57694687462185,1,153
"154",216,3,2.50578598139405,3,-0.39722680553833,1,154
"155",217,2,3.90285686416744,3,0.794555044948197,1,155
"156",218,4,10.1417022678986,3,0.502267346784554,1,156
"157",219,2,2.91275476948589,4,-1.22045284521508,1,157
"158",220,3,7.54556160280698,3,0.407480702898867,1,158
"159",221,1,5.85470479456212,3,-0.666618680997146,1,159
"160",223,2,8.97613317606689,4,2.38969694828166,1,160
"161",224,3,6.27345468980319,2,-0.346022251345534,1,161
"162",225,4,9.74674261113308,2,-0.301588892686723,1,162
"163",228,1,3.24661968459282,2,-0.912400225858148,1,163
"164",229,1,2.48557590922869,4,-0.111162072737006,1,164
"165",230,4,9.03299479718665,4,0.834322818061936,1,165
"166",232,1,6.29007286786672,2,0.553153233514527,1,166
"167",233,2,6.54964025178514,2,0.636190884366861,1,167
"168",235,2,2.09245982838131,3,-1.07752130748181,1,168
"169",236,1,1.86250582728296,4,0.378968740399152,1,169
"170",237,3,9.63540315692721,4,1.87195303548943,1,170
"171",238,4,9.05442807098536,3,-0.160701155583773,1,171
"172",239,4,8.45079886278792,3,0.258138998548988,1,172
"173",240,4,9.67414858496952,3,1.65977529130458,1,173
"174",241,4,4.50070573299578,4,0.195562951827025,1,174
"175",242,3,5.09332834897656,4,-0.137477805579167,1,175
"176",246,4,5.0034041564333,2,-0.525242015583231,1,176
"177",247,1,0.342688279899808,2,-0.649708245925155,1,177
"178",248,3,6.41964407096748,2,-0.264922654909961,1,178
"179",249,3,4.54344024948747,2,-1.08885130398523,1,179
"180",250,4,5.45503664242232,4,-0.941848363120278,1,180
"181",251,1,4.16285559533013,4,-0.204253930433123,1,181
"182",252,4,7.69112945022107,3,0.795371704050975,1,182
"183",256,1,3.34149643327462,4,0.275677837300581,1,183
"184",258,3,12.3517601190328,2,1.37510386370735,1,184
"185",259,4,0.530205567165639,4,-0.914111290762885,1,185
"186",261,4,6.36314563555411,4,0.219026093498465,1,186
"187",262,2,1.43080149574185,2,0.290630084126104,1,187
"188",264,2,1.40194851744576,3,-0.182117009631807,1,188
"189",265,3,8.40401175049886,3,0.0435006465806122,1,189
"190",266,3,0.833512362151888,2,-2.49144356586392,1,190
"191",267,3,8.21888906445124,3,0.491360670872728,1,191
"192",268,3,0.756456199544947,4,-1.96451285682148,1,192
"193",269,2,1.68444139957566,4,0.0757801111918673,1,193
"194",270,3,11.5707421390232,4,1.36791555726551,1,194
"195",271,4,0.461286367961294,4,-2.0198286765972,1,195
"196",273,2,5.70890672840254,2,0.746751042984219,1,196
"197",274,4,15.0629006851322,4,2.14690325971521,1,197
"198",275,1,1.39568241357197,3,-1.7988285739726,1,198
"199",276,1,5.82111774597345,3,0.580139592426049,1,199
"200",278,1,1.01417606436718,3,-0.159719540958987,1,200
"201",280,4,12.0921382323719,2,0.921962484550452,1,201
"202",282,1,1.83881101308234,2,0.57391929944169,1,202
"203",283,1,3.54374638925191,3,-0.233285309525292,1,203
"204",284,3,1.10905372773187,3,-0.589146228725019,1,204
"205",285,1,4.42606280057386,4,0.364284516992128,1,205
"206",286,4,15.3387921820274,4,1.65038580164895,1,206
"207",287,3,3.59622418480076,4,-0.279409640943803,1,207
"208",288,4,7.95075263415323,2,0.13580162826176,1,208
"209",290,1,1.6868914518984,2,0.40861098980918,1,209
"210",291,2,4.6513720011957,3,0.606950651789989,1,210
"211",294,4,6.80427149162179,3,-0.72555374607234,1,211
"212",295,2,0.509646328839324,4,0.410982841623956,1,212
"213",296,1,4.24625567582472,4,0.859527425350795,1,213
"214",297,2,5.44419127778012,2,0.455990862074983,1,214
"215",298,1,0.762001870577601,3,1.87567889716336,1,215
"216",300,1,0.776769827075856,4,0.692186582718815,1,216
"217",303,2,8.12972910093918,4,2.10946991236106,1,217
"218",304,3,2.43119014194196,2,-1.82274878144141,1,218
"219",305,4,6.94093258745189,3,-0.933582684500072,1,219
"220",306,2,1.33949405640494,3,-1.22712062235148,1,220
"221",307,1,1.86633857028743,4,-0.426012337015027,1,221
"222",309,4,-0.323016230646044,2,-1.13961014494898,1,222
"223",310,3,5.87731231259683,2,-0.778708917406698,1,223
"224",311,1,-0.27027969484374,4,0.953919249129609,1,224
"225",312,4,4.61718685165801,4,-0.232749139148843,1,225
"226",313,4,11.6695371859614,2,1.71766423683075,1,226
"227",314,4,12.4470632682561,4,0.356839570851469,1,227
"228",315,4,14.2560898909641,3,2.27191273766072,1,228
"229",316,4,11.6062970012017,2,0.7440135509527,1,229
"230",318,1,-1.61551356790852,3,0.33040823715526,1,230
"231",319,1,-1.15170439006632,3,0.0839815949252583,1,231
"232",320,2,2.07728112560066,2,0.498979571768004,1,232
"233",321,3,6.50423258000804,4,-0.35020302586063,1,233
"234",322,4,5.41076558176915,3,-0.267075531094975,1,234
"235",323,4,4.40742328705038,2,-1.06636627860908,1,235
"236",324,1,2.30049666126584,3,-0.380851826895865,1,236
"237",325,3,8.50503085761487,3,0.345310100415083,1,237
"238",326,2,8.46325420414377,2,-0.34309905637025,1,238
"239",328,2,8.18112324747818,4,0.491392616628498,1,239
"240",329,2,5.40029039646565,3,-0.479224173932562,1,240
"241",330,4,3.94452866241021,4,-0.379357145066608,1,241
"242",332,3,8.2161735259558,4,1.5086752400712,1,242
"243",333,4,6.52527831605123,4,-0.345530637360216,1,243
"244",334,2,1.98027220155299,2,-0.759904427547221,1,244
"245",336,1,2.92864064333888,3,0.135085933298097,1,245
"246",337,3,2.762946891904,4,0.108283722148898,1,246
"247",340,1,0.417608281907274,2,0.145788888025319,1,247
"248",341,1,2.461298253784,2,-0.0151272204526293,1,248
"249",342,3,6.33758632516018,2,0.557497273104459,1,249
"250",345,4,-0.456191905584336,3,-1.63326809109113,1,250
"251",346,3,9.17762220385993,3,0.366763102174653,1,251
"252",347,2,4.69691836357603,4,-0.482457009954536,1,252
"253",348,2,6.7904986042538,2,-0.805966137688336,1,253
"254",349,2,5.8152617135245,4,-0.0063928767250008,1,254
"255",350,2,4.84069315512614,4,-0.967345304333151,1,255
"256",352,2,2.53358749244996,3,0.323356339439852,1,256
"257",354,4,7.34999494188915,3,-0.453484490525797,1,257
"258",355,2,4.41908196780783,4,0.858232793060883,1,258
"259",357,2,7.02965626264458,2,0.9697309686157,1,259
"260",358,3,8.74891160931836,3,0.435730833441637,1,260
"261",359,2,5.73082923347349,2,-1.22375270892921,1,261
"262",362,4,4.02496071138904,3,-0.950463844839507,1,262
"263",363,2,7.00889869931651,4,-0.101197493943107,1,263
"264",364,4,12.703942421242,2,1.10515790916497,1,264
"265",366,1,4.4255568014773,3,0.70333305120328,1,265
"266",367,3,3.05302886471384,4,-0.230738508821069,1,266
"267",368,1,4.76332860797661,2,0.0616041690709397,1,267
"268",370,4,15.1071031185276,4,1.0092043896319,1,268
"269",371,2,0.0210409015389046,4,-1.42154686398534,1,269
"270",372,3,5.39689401113544,4,0.432866831940044,1,270
"271",373,2,4.85117053775134,2,0.399535636387027,1,271
"272",376,3,4.28827687345561,2,-0.96093054056688,1,272
"273",377,4,4.02921601853127,3,-0.833638865656266,1,273
"274",378,4,11.8014765674915,2,1.31000748685174,1,274
"275",379,3,7.37582533009265,4,0.0540956909748344,1,275
"276",380,2,5.04315157278137,3,0.0399860670517311,1,276
"277",381,1,6.33852741519898,3,1.56884051618364,1,277
"278",382,4,4.04142400587132,2,-0.382228008348003,1,278
"279",383,2,3.72630639707839,2,0.2508778097757,1,279
"280",384,2,6.29006641104281,2,1.11021942292388,1,280
"281",386,1,4.34995590100734,4,0.0541611792006474,1,281
"282",387,4,9.50326233059366,3,0.0292800098406903,1,282
"283",388,3,1.87221653353525,4,-1.11900020543823,1,283
"284",391,1,5.70409627442968,4,0.99970486166738,1,284
"285",392,2,4.58529635761182,2,0.132447406393809,1,285
"286",393,1,5.15914549668253,4,0.967461182678934,1,286
"287",394,2,3.88580835061659,2,-1.12444318679449,1,287
"288",395,4,9.62210697530313,4,1.02325971283892,1,288
"289",398,4,2.92388238394253,4,-1.28168067589329,1,289
"290",399,2,5.56709269359967,4,1.69591445090384,1,290
"291",400,3,12.6519732250139,4,2.61772641507018,1,291
"292",401,3,7.41797158796935,4,-0.126820109973224,1,292
"293",402,3,-3.80694589546617,2,-1.52897444645742,1,293
"294",403,2,7.44118529291605,2,0.950362192726842,1,294
"295",404,3,-3.14792226762488,3,-1.97297752447855,1,295
"296",405,4,1.91587554459909,2,-1.84093569188774,1,296
"297",406,3,9.09843832837498,2,1.08317639357935,1,297
"298",408,4,9.60282340237265,4,0.123231902449682,1,298
"299",409,4,10.9969959188805,3,1.46913162096809,1,299
"300",410,1,3.42030382930644,4,-0.136189058713656,1,300
"301",412,3,2.93522746663178,3,-0.342741886415351,1,301
"302",413,4,9.22480213457614,3,1.29651316919697,1,302
"303",414,3,7.23195228502915,4,0.419514262278484,1,303
"304",415,4,4.36890000102263,2,-1.30299703851725,1,304
"305",416,2,1.29815602250999,3,-0.527806509674704,1,305
"306",417,4,2.7790179037539,3,-0.247218393229317,1,306
"307",418,4,13.4121125841386,4,0.823475987091575,1,307
"308",420,4,13.0685463408079,3,0.891241709466154,1,308
"309",421,3,6.67047750461581,3,-0.0837743766375875,1,309
"310",422,4,9.61525888510608,4,1.03858715655829,1,310
"311",425,3,8.12688028028037,2,-0.373825422750854,1,311
"312",426,4,6.33067620965455,3,-1.05001876250752,1,312
"313",427,3,6.76345781706504,2,0.289280288308999,1,313
"314",428,3,9.90587233310601,3,1.29023987475014,1,314
"315",429,3,5.87169132495382,4,-0.224819473176579,1,315
"316",430,2,4.18936230439177,2,0.363217171153142,1,316
"317",431,1,4.15736955554343,3,1.10347881517514,1,317
"318",432,2,3.31323826910497,2,-0.0289113424982497,1,318
"319",434,1,0.113600810530207,3,0.338017751587651,1,319
"320",437,3,5.90775332477245,3,0.0600939453415197,1,320
"321",439,1,4.85905937646973,2,0.252474384438246,1,321
"322",440,2,3.77769574501675,3,-0.263814891131548,1,322
"323",441,3,3.31999738851115,2,0.367844082086477,1,323
"324",442,3,1.6623531246534,4,-0.522141084202322,1,324
"325",443,4,12.403076739649,4,2.08219875588925,1,325
"326",445,2,4.49654043282115,4,-0.171980285196111,1,326
"327",447,1,4.19623081813351,2,0.552465271920356,1,327
"328",449,1,3.32394040908767,3,-0.535034502530743,1,328
"329",450,1,4.82563524460943,4,1.77315563386083,1,329
"330",451,4,8.75853607297309,4,1.43589212305768,1,330
"331",453,4,10.7408486308485,4,0.495709631729873,1,331
"332",454,3,5.36191690917761,4,0.0949193305091765,1,332
"333",456,2,7.02252207600608,3,0.710595512894596,1,333
"334",457,2,6.64809301423023,3,0.782896528321906,1,334
"335",458,4,2.99192516675693,2,0.0401188628715919,1,335
"336",459,1,4.38319819502829,4,1.49290750045552,1,336
"337",460,2,5.51461881337531,2,0.104772136095271,1,337
"338",461,1,1.77486216601807,3,-0.548353811631779,1,338
"339",462,1,4.19265976215721,3,1.08246241168912,1,339
"340",464,1,5.69125297975684,4,1.62786034191913,1,340
"341",465,4,12.5456286415309,2,0.964224506447933,1,341
"342",466,4,5.09585538409523,4,-0.0640292960468405,1,342
"343",467,4,11.0931235825063,2,1.69036066292774,1,343
"344",468,4,3.13915521303528,3,-0.733226270454407,1,344
"345",469,3,9.54250364092905,2,1.64834226890883,1,345
"346",470,4,9.5259289547071,2,0.236402340204558,1,346
"347",471,1,2.35144798552079,3,0.435859937077697,1,347
"348",472,1,3.82844340250365,4,0.288192479337933,1,348
"349",473,4,4.80569923701818,3,-0.0976670429666964,1,349
"350",474,1,3.40108642305948,3,0.540216999454003,1,350
"351",475,1,3.69450426121271,4,1.03746722119199,1,351
"352",476,3,8.6366623476118,3,0.177335553441827,1,352
"353",477,4,7.6880281091295,4,0.465937284549836,1,353
"354",478,2,-1.87123219572752,4,-1.05511217213098,1,354
"355",479,2,9.02380521534401,3,0.614429711343241,1,355
"356",480,4,8.37539603234041,2,0.505225103441101,1,356
"357",481,4,10.7918034973779,4,-0.210320621668378,1,357
"358",482,2,5.95633044151836,4,0.910110839085069,1,358
"359",483,4,2.11720385706253,3,-0.741097171155,1,359
"360",484,1,4.03641618850489,4,1.32682969874819,1,360
"361",485,4,14.55338424297,2,1.06001033568328,1,361
"362",486,1,2.30111759846328,4,-0.47521914199407,1,362
"363",487,2,4.23821920626459,3,0.567976009595395,1,363
"364",488,2,7.30252277725892,4,0.534263774119916,1,364
"365",489,4,13.3308283890808,4,1.5562440792343,1,365
"366",490,1,1.87790492947484,4,0.326892031305782,1,366
"367",491,2,6.44251688148701,3,1.18203556291759,1,367
"368",493,4,-0.427709404263196,4,-1.65564740970403,1,368
"369",494,2,9.0764926149549,3,0.564508587467537,1,369
"370",496,1,6.06767173464006,3,0.0211917658622059,1,370
"371",497,1,2.18058142507016,2,-0.124186968223492,1,371
"372",498,2,6.88434913468793,4,0.0845891516959633,1,372
"373",500,3,12.6430780355151,3,1.57381991163504,1,373
"374",501,3,4.07651325224006,4,-1.03185806101893,1,374
"375",504,2,6.45060959441207,2,0.493319852067538,1,375
"376",505,1,1.68407757188834,2,-0.572224157266253,1,376
"377",506,3,11.1820533678613,3,1.18737324277477,1,377
"378",507,3,7.20874317599777,2,0.350697459592792,1,378
"379",508,1,-0.108825416655635,2,-1.30110368700268,1,379
"380",509,4,-0.351068141953644,2,-2.1967744462287,1,380
"381",510,2,4.36428882985218,2,1.25901305937153,1,381
"382",511,3,2.83589518610098,2,-0.539019423037758,1,382
"383",512,4,1.12315795351199,4,-0.83442329684478,1,383
"384",513,1,4.71928548479904,4,1.34371806132694,1,384
"385",514,1,5.37181200358118,3,0.333994934503635,1,385
"386",515,3,6.77734487058841,4,-0.655822100507712,1,386
"387",516,3,7.60948456014426,2,0.190135109263587,1,387
"388",517,1,-0.760249895909342,2,0.460011399952969,1,388
"389",518,4,0.692149661973622,2,-1.79921948865774,1,389
"390",519,4,14.4977196907515,2,1.60190292713591,1,390
"391",520,3,2.30155849679787,3,-0.189443379616483,1,391
"392",521,3,10.0806461054967,4,0.975168325625694,1,392
"393",522,4,9.50514408395377,3,1.44578004718273,1,393
"394",524,2,2.5656902902815,4,-0.865662704577606,1,394
"395",525,2,-2.01912399022503,3,-1.6897370561362,1,395
"396",526,2,1.14924390922897,3,-1.66885878632208,1,396
"397",527,2,4.91625181680766,2,-0.796612637577311,1,397
"398",528,4,4.96069565630982,4,-0.460224992689094,1,398
"399",529,1,1.02267147904071,3,0.113131963902292,1,399
"400",530,1,7.09674419270988,3,1.10324762032613,1,400
"401",531,3,7.49041815650659,3,0.473105576237254,1,401
"402",532,3,2.78285275609415,4,-0.967421843896855,1,402
"403",533,1,5.75229280062056,4,-0.175369512335844,1,403
"404",538,1,6.02848916073495,2,0.0479056321109819,1,404
"405",539,4,0.942110052936816,2,-0.694250158038882,1,405
"406",540,3,7.28754327287007,3,0.879730031307998,1,406
"407",541,3,-0.343306346428627,2,-1.66559424795849,1,407
"408",542,3,7.54086056450452,3,-0.295685949200149,1,408
"409",543,1,7.00020530625716,3,1.11097576454967,1,409
"410",544,3,6.4714280253992,2,-0.94954013578288,1,410
"411",545,2,-0.282448855177097,3,-2.65536300166083,1,411
"412",546,4,14.7750952237236,4,0.925797991963082,1,412
"413",547,2,4.48767759812088,2,0.162256257074921,1,413
"414",548,3,6.29671230419183,2,-0.402044439816149,1,414
"415",549,3,4.07929451169634,2,-0.700979182230007,1,415
"416",550,4,3.00208928810642,2,-1.89893287214107,1,416
"417",552,3,7.75834331348517,4,2.04720670902049,1,417
"418",553,3,5.71291941839933,4,-0.067532498611466,1,418
"419",554,4,12.2259685705082,4,1.24137795663439,1,419
"420",556,3,1.95348541192207,2,0.0146159207317939,1,420
"421",557,2,7.09518723842478,2,1.02965880799869,1,421
"422",558,4,2.23769720409376,4,-1.21725514676812,1,422
"423",559,1,5.20841027611989,2,0.625874234366973,1,423
"424",560,3,7.71621394807256,3,0.301216446528848,1,424
"425",561,1,3.45376954951922,2,1.30744946215296,1,425
"426",562,2,4.69894675488963,4,0.720204434434201,1,426
"427",563,3,3.20265747932291,2,-0.666078600763788,1,427
"428",564,1,3.80638437607648,4,-2.10491113915807,1,428
"429",566,4,12.7937980988446,3,0.820458329041978,1,429
"430",567,2,6.37454084378561,2,0.70007861597716,1,430
"431",568,1,4.73380416427333,2,-0.294938293736849,1,431
"432",569,1,3.56515432637143,2,-0.318973877963582,1,432
"433",570,3,0.593606506382287,2,-1.78278580588414,1,433
"434",575,4,10.0045266480947,2,0.500191228891123,1,434
"435",576,1,2.33023552825987,4,1.19160390412662,1,435
"436",579,4,14.0576696221738,4,1.92594315017181,1,436
"437",581,2,-0.177256059251786,2,-1.44530657055288,1,437
"438",582,4,6.55426146634326,3,-0.179479029606444,1,438
"439",586,1,-0.295826945286329,2,-0.906070276030922,1,439
"440",587,4,2.2444310063642,3,-0.913427366599725,1,440
"441",588,3,9.35058675920369,2,0.0841616481932936,1,441
"442",590,2,1.74812729619709,3,-1.04841496006374,1,442
"443",591,4,6.56991793814781,3,-0.586447050449443,1,443
"444",592,1,4.3016651861018,2,-0.26610688739894,1,444
"445",593,4,7.36869670424238,4,0.0475335931061011,1,445
"446",597,1,2.46712328662851,2,-1.34006139407065,1,446
"447",598,3,8.29015237194422,3,0.547081311971625,1,447
"448",600,1,2.60920674794147,2,0.320355268469689,1,448
"449",601,3,1.76222525242888,4,-0.0598447592703675,1,449
"450",602,2,4.33487810963994,4,0.607539379061478,1,450
"451",604,1,3.40839779588406,2,0.444534072960398,1,451
"452",605,2,3.23554395219849,2,0.947569176635147,1,452
"453",606,2,3.67236281563036,3,0.0768945578404983,1,453
"454",607,2,1.82527526062621,2,0.242939274647676,1,454
"455",608,2,1.17828464847295,2,-1.24035430082062,1,455
"456",609,1,3.49728680358689,2,0.733583060977235,1,456
"457",610,2,4.4523683289224,4,0.564286617782426,1,457
"458",611,1,5.95989094829587,3,1.91849079235202,1,458
"459",612,2,3.87460614875249,2,-0.0352347753531103,1,459
"460",613,1,4.27440935643684,4,1.06659818533577,1,460
"461",614,3,7.18897602690763,3,-0.420113293208612,1,461
"462",616,3,1.48558456824917,4,-0.913419821809288,1,462
"463",617,4,6.45836636721964,3,-0.243686885383282,1,463
"464",618,4,6.72451967036487,2,0.59788324070819,1,464
"465",619,3,5.07373127870949,3,-0.783386341287574,1,465
"466",620,2,2.99847337417914,4,-1.08574560747494,1,466
"467",621,4,16.8911182330555,4,1.72088304144766,1,467
"468",622,3,12.2350133381409,3,1.67906745216409,1,468
"469",623,4,15.0376096138188,4,2.09149390300788,1,469
"470",624,4,12.7227571452954,4,1.31817336853338,1,470
"471",625,3,3.68438418804601,4,-0.269735943645462,1,471
"472",626,2,2.00949584610303,4,-0.580978206446197,1,472
