I,T,y,cohort,event_size
25,1990-01-01,0.0367018820555388,,
25,1991-01-01,-0.0239291021465511,,
25,1992-01-01,0.1297460261642034,,
25,1993-01-01,-0.0139309266910875,,
25,1994-01-01,-0.0739908693445259,,
25,1995-01-01,-0.0167369776357645,,
25,1996-01-01,0.2827817649587448,,
25,1997-01-01,0.269902601580544,,
25,1998-01-01,-0.070966766051453,,
25,1999-01-01,0.4256406455431687,,
26,1989-01-01,0.145077815979484,,
26,1990-01-01,0.0594728396482807,,
26,1991-01-01,-0.0698568947377916,1991-01-01,0.5311899715053465
26,1992-01-01,0.6974141243994367,1992-01-01,0.1123024844906145
26,1993-01-01,0.9433819187362444,,
26,1994-01-01,0.8710694541764259,,
26,1995-01-01,0.5122699298718847,1995-01-01,0.7681242080228688
26,1996-01-01,1.7768086413328548,,
26,1997-01-01,1.7813680362658069,1997-01-01,0.1247934995936109
27,1990-01-01,-0.1946075706216807,,
27,1991-01-01,-0.2741111399618392,,
27,1992-01-01,0.0374285918880259,,
27,1993-01-01,-0.1971162184872832,,
27,1994-01-01,0.1151139074808541,,
27,1995-01-01,-0.1983278655478702,,
27,1996-01-01,0.1278565549034083,,
28,1989-01-01,-0.0023762545291219,,
28,1990-01-01,-0.1278058354809068,,
28,1991-01-01,-0.1586557359546469,1991-01-01,0.5311899715053465
28,1992-01-01,0.4682538052339866,,
28,1993-01-01,0.4189476531460934,1993-01-01,0.7157626295603902
28,1994-01-01,1.1980859046685035,,
28,1995-01-01,1.0726321210251035,1995-01-01,0.7681242080228688
28,1996-01-01,1.9649327689391165,,
28,1997-01-01,2.123668593906461,1997-01-01,0.1247934995936109
29,1987-01-01,-0.2279748386365095,,
29,1988-01-01,-0.2898355124321572,1988-01-01,0.4923322202487084
29,1989-01-01,0.4685300703455226,1989-01-01,0.0609511167832788
29,1990-01-01,0.4329916007541665,1990-01-01,0.8732573837108304
29,1991-01-01,1.2474529254014293,,
29,1992-01-01,1.4513491490581605,1992-01-01,0.1123024844906145
30,1986-01-01,0.0895484024498895,,
30,1987-01-01,0.0352115415948215,,
30,1988-01-01,-0.1964448631691169,,
30,1989-01-01,-0.1536128887330298,,
30,1990-01-01,-0.1332460893842945,,
30,1991-01-01,-0.2165174534393489,,
30,1992-01-01,-0.0908349890809853,,
31,1988-01-01,0.1430544621454127,,
31,1989-01-01,0.056474057912463,,
31,1990-01-01,0.2330274449158124,,
31,1991-01-01,0.15330891923333,1991-01-01,0.5311899715053465
31,1992-01-01,0.5742237383518124,,
31,1993-01-01,0.5781492631281255,,
31,1994-01-01,0.6433694894973212,1994-01-01,0.852759320424832
31,1995-01-01,1.391768094220728,1995-01-01,0.7681242080228688
31,1996-01-01,2.4045182216709,,
31,1997-01-01,2.3393452256753022,,
31,1998-01-01,2.229257777829785,,
31,1999-01-01,2.6016848684268807,,
32,1987-01-01,-0.0388496865868624,,
32,1988-01-01,-0.2578678129661077,,
32,1989-01-01,-0.0586452226420954,,
32,1990-01-01,-0.1789351785703287,,
32,1991-01-01,-0.294524381300748,,
32,1992-01-01,0.0079599196511172,,
32,1993-01-01,-0.1502318099912805,,
32,1994-01-01,-0.1555750093355453,,
32,1995-01-01,-0.3355389928769442,,
32,1996-01-01,-0.2430619890772478,1996-01-01,0.1984391179309164
32,1997-01-01,0.3788048761141351,,
32,1998-01-01,0.0529945577243882,,
32,1999-01-01,0.2210114760053061,,
33,1987-01-01,-0.0054764794753652,,
33,1988-01-01,-0.2446438009325882,,
33,1989-01-01,-0.0503861472327394,,
33,1990-01-01,-0.0917333128363244,,
33,1991-01-01,-0.0827550553910268,,
33,1992-01-01,0.0997599590630839,,
33,1993-01-01,0.1397423826726773,,
33,1994-01-01,-0.0393963570647396,,
33,1995-01-01,-0.0184694563959214,,
34,1987-01-01,0.2134542739927198,,
34,1988-01-01,0.1620597651967567,,
34,1989-01-01,0.1018335798392311,1989-01-01,0.0609511167832788
34,1990-01-01,0.3540787865303512,,
34,1991-01-01,0.2448541547856032,,
34,1992-01-01,0.3028467984211583,,
34,1993-01-01,0.1197502848369249,,
34,1994-01-01,0.1167206350564661,,
34,1995-01-01,0.008538980717194,,
34,1996-01-01,0.5044153912433227,1996-01-01,0.1984391179309164
34,1997-01-01,0.4736351540850301,,
34,1998-01-01,0.5430690612926428,,
34,1999-01-01,0.5868463071164866,,
34,2000-01-01,0.4608724709518769,,
35,1987-01-01,-0.2233249836428329,,
35,1988-01-01,0.0153839032731478,,
35,1989-01-01,-0.1747310904879079,,
35,1990-01-01,-0.0713483930801152,,
35,1991-01-01,-0.2392207769029033,,
35,1992-01-01,-0.1831187893163608,,
35,1993-01-01,-0.0828161309590901,,
35,1994-01-01,-0.112435814151502,,
35,1995-01-01,-0.3986630180849225,,
36,1985-01-01,-0.1356789925885912,,
36,1986-01-01,0.03417046292458,,
36,1987-01-01,-0.2678564019019285,,
36,1988-01-01,-0.18934102570264,,
36,1989-01-01,-0.0240265506827191,,
36,1990-01-01,0.0851610916684477,,
36,1991-01-01,-0.1759420515291681,,
36,1992-01-01,-0.1964774104847614,,
36,1993-01-01,-0.082589095507672,,
37,1987-01-01,0.1443582916413192,,
37,1988-01-01,0.1617768723407725,1988-01-01,0.4923322202487084
37,1989-01-01,0.6208799587377987,,
37,1990-01-01,0.5803220926660994,,
37,1991-01-01,0.4827288352724984,1991-01-01,0.5311899715053465
37,1992-01-01,1.1780693004921936,,
37,1993-01-01,1.3116403737714275,,
37,1994-01-01,1.2365545357667762,,
37,1995-01-01,0.9772070004257656,,
37,1996-01-01,1.2304248379839369,,
37,1997-01-01,1.4982040440058335,,
38,1988-01-01,-0.0647655519890235,,
38,1989-01-01,0.0948356321619141,1989-01-01,0.0609511167832788
38,1990-01-01,0.1150797866876767,,
38,1991-01-01,0.0570895968543533,,
38,1992-01-01,0.1070103189957147,,
38,1993-01-01,0.1283901399766998,,
38,1994-01-01,0.0176918332410969,1994-01-01,0.852759320424832
38,1995-01-01,0.741636378438323,,
38,1996-01-01,1.1064760231833064,,
38,1997-01-01,1.1128373583228888,1997-01-01,0.1247934995936109
38,1998-01-01,1.061276123404955,,
38,1999-01-01,1.2571999625259809,,
38,2000-01-01,0.7960042318457035,2000-01-01,0.9578110992033514
38,2001-01-01,1.9019411569018885,,
39,1989-01-01,-0.1771302511895081,,
39,1990-01-01,-0.0643401745352536,,
39,1991-01-01,-0.2033372496909909,,
39,1992-01-01,-0.4208039436765175,,
39,1993-01-01,-0.0264586406667561,,
39,1994-01-01,-0.1454049701543804,1994-01-01,0.852759320424832
39,1995-01-01,0.6556594081771538,,
39,1996-01-01,0.8259008216507332,,
39,1997-01-01,0.8372873630774994,,
39,1998-01-01,0.8557998399407928,,
39,1999-01-01,0.7874088435124073,,
40,1985-01-01,0.0155150471002258,,
40,1986-01-01,0.3002321814890314,,
40,1987-01-01,0.0532303548737208,,
40,1988-01-01,0.0572784007888022,,
40,1989-01-01,0.023842783886406,,
40,1990-01-01,0.1922248289093412,,
40,1991-01-01,0.0087487835462111,,
40,1992-01-01,0.2238838741886543,,
40,1993-01-01,0.1367871606915866,,
40,1994-01-01,0.2281551169630204,,
41,1987-01-01,-0.0403177806477279,,
41,1988-01-01,0.0430512414894667,,
41,1989-01-01,0.2087906782084571,,
41,1990-01-01,0.0246621946404546,,
41,1991-01-01,0.0075130965512954,,
41,1992-01-01,0.1627224476180571,,
41,1993-01-01,0.082956392188674,,
41,1994-01-01,-0.1347724634953098,,
41,1995-01-01,-0.1054638140234719,,
41,1996-01-01,0.1998510518985337,,
41,1997-01-01,0.027758029096373,,
42,1986-01-01,0.1281734108509777,,
42,1987-01-01,-0.032995929593581,,
42,1988-01-01,-0.1184177600975063,,
42,1989-01-01,-0.0972750941799647,,
42,1990-01-01,-0.0060421969309128,,
42,1991-01-01,-0.1265753224419749,,
42,1992-01-01,0.0353481224772391,,
42,1993-01-01,0.1101120303525028,,
42,1994-01-01,-0.0029671143441476,,
42,1995-01-01,-0.3316257659485244,,
42,1996-01-01,0.1618392894290966,,
42,1997-01-01,0.1354153131562798,,
43,1986-01-01,-0.0238689014735916,,
43,1987-01-01,-0.1950125051387011,,
43,1988-01-01,-0.2143978627987266,,
43,1989-01-01,-0.0215017172341389,,
43,1990-01-01,0.1110361761945563,,
43,1991-01-01,-0.097686951717286,,
43,1992-01-01,-0.0099396405570969,1992-01-01,0.1123024844906145
43,1993-01-01,0.0038897109043402,1993-01-01,0.7157626295603902
43,1994-01-01,0.9272049993788604,,
43,1995-01-01,0.5809087506012038,1995-01-01,0.7681242080228688
44,1986-01-01,-0.10226156880702,,
44,1987-01-01,-0.1397275863876575,,
44,1988-01-01,-0.2574325255629017,,
44,1989-01-01,-0.2307449275647018,,
44,1990-01-01,-0.073003455878031,,
44,1991-01-01,0.023824518582037,,
44,1992-01-01,-0.1017368857119081,,
45,1987-01-01,0.0983925299521011,,
45,1988-01-01,0.1982859799732899,,
45,1989-01-01,0.1481447807366165,,
45,1990-01-01,0.1592202594300933,,
45,1991-01-01,0.3157023381175712,,
45,1992-01-01,0.1180104341321838,,
45,1993-01-01,0.410650989524611,,
46,1988-01-01,-0.0892630656942589,,
46,1989-01-01,-0.1853889619691495,,
46,1990-01-01,-0.104873509706227,,
46,1991-01-01,-0.0929868093236375,,
46,1992-01-01,0.2633493019249847,,
46,1993-01-01,-0.0781442457698013,,
46,1994-01-01,0.1146892566770365,,
47,1988-01-01,0.150590234118192,,
47,1989-01-01,-0.0611167688322958,,
47,1990-01-01,0.0864344891377389,,
47,1991-01-01,-0.0209481913718893,,
47,1992-01-01,0.3225839416923146,,
47,1993-01-01,0.1520626959109878,,
47,1994-01-01,0.1574841288428434,,
48,1990-01-01,0.0118915595927441,,
48,1991-01-01,-0.0755287167671703,1991-01-01,0.5311899715053465
48,1992-01-01,0.5715857857092923,,
48,1993-01-01,0.4563184376577191,1993-01-01,0.7157626295603902
48,1994-01-01,1.2574520780085687,1994-01-01,0.852759320424832
48,1995-01-01,2.035659130509944,1995-01-01,0.7681242080228688
49,1987-01-01,-0.1262831625309411,,
49,1988-01-01,0.1900481648581685,,
49,1989-01-01,-0.1436693756311707,,
49,1990-01-01,0.0377436162673529,,
49,1991-01-01,-0.0628486920579219,,
49,1992-01-01,0.0401488785407603,,
49,1993-01-01,-0.1467331811678031,1993-01-01,0.7157626295603902
49,1994-01-01,0.6299222957427123,,
49,1995-01-01,0.7586355397966499,,
50,1989-01-01,-0.1379285574282256,,
50,1990-01-01,0.0097393494865371,1990-01-01,0.8732573837108304
50,1991-01-01,0.6853893331706933,,
50,1992-01-01,0.6933767105207865,,
50,1993-01-01,0.9104448270116674,1993-01-01,0.7157626295603902
50,1994-01-01,1.3801644687118193,,
50,1995-01-01,1.4272438584160705,,
50,1996-01-01,1.5846542200324258,,
50,1997-01-01,1.6738451434563368,,
50,1998-01-01,1.6091387864036746,1998-01-01,0.5149113034230458
50,1999-01-01,2.2800993478469347,,
50,2000-01-01,2.042079850565945,,
51,1987-01-01,-0.1085958166175778,,
51,1988-01-01,-0.0526901649597449,,
51,1989-01-01,-0.2736224389371962,,
51,1990-01-01,-0.0251459202612455,,
51,1991-01-01,-0.3015092337616654,,
51,1992-01-01,-0.1790201185617389,,
52,1989-01-01,-0.0769218944011299,,
52,1990-01-01,0.1551022697744419,,
52,1991-01-01,-0.0492884658334727,,
52,1992-01-01,0.1110520809492199,,
52,1993-01-01,-0.0390740074925567,,
52,1994-01-01,0.0455861139257991,,
52,1995-01-01,0.0586026008276436,,
52,1996-01-01,0.0744398945041158,,
52,1997-01-01,0.1726715882306617,,
53,1985-01-01,-0.1324500870197407,,
53,1986-01-01,0.0914004482527193,,
53,1987-01-01,0.0138063639019486,,
53,1988-01-01,0.0170127190649479,,
53,1989-01-01,-0.082366004444098,,
53,1990-01-01,-0.2140702657489971,,
53,1991-01-01,-0.0525103804586146,,
53,1992-01-01,-0.0944225335883913,,
53,1993-01-01,0.0121811079452132,,
53,1994-01-01,-0.1495922300264708,,
53,1995-01-01,-0.1682433173907332,,
53,1996-01-01,0.3299433344584573,,
53,1997-01-01,0.0683966616576635,,
54,1985-01-01,-0.3725837105540449,,
54,1986-01-01,-0.2937253650630757,1986-01-01,0.2207021251621819
54,1987-01-01,-0.1337260360366248,,
54,1988-01-01,-0.0131330595365937,,
54,1989-01-01,-0.1012203292632797,,
54,1990-01-01,0.2038191598539102,1990-01-01,0.8732573837108304
54,1991-01-01,0.8835859243269615,,
54,1992-01-01,0.871161211136959,,
54,1993-01-01,0.9656005433359706,1993-01-01,0.7157626295603902
55,1989-01-01,-0.2408490213812548,,
55,1990-01-01,-0.1458575936496122,,
55,1991-01-01,-0.0904920210367845,,
55,1992-01-01,0.0667067110898066,,
55,1993-01-01,-0.2668029947264044,1993-01-01,0.7157626295603902
55,1994-01-01,0.5210759714494225,,
55,1995-01-01,0.5124645014370721,,
55,1996-01-01,0.7383674744953905,,
55,1997-01-01,0.7542817765601645,1997-01-01,0.1247934995936109
55,1998-01-01,0.6138692600835489,1998-01-01,0.5149113034230458
55,1999-01-01,1.534510273875029,,
55,2000-01-01,1.0839409867428935,,
56,1988-01-01,-0.0996080954013906,,
56,1989-01-01,-0.110117528711195,,
56,1990-01-01,-0.161668136111095,,
56,1991-01-01,-0.0051803883865917,,
56,1992-01-01,0.0552464139443593,,
56,1993-01-01,-0.1040316140416128,,
56,1994-01-01,0.0901693823051085,,
56,1995-01-01,-0.2176242455691792,,
56,1996-01-01,0.0976621606983751,,
56,1997-01-01,-0.174745300277773,,
57,1985-01-01,-0.2071744055935312,,
57,1986-01-01,-0.0820468096013078,,
57,1987-01-01,-0.0800473923633728,,
57,1988-01-01,-0.2855007807131034,,
57,1989-01-01,-0.0488656577811014,,
57,1990-01-01,-0.0369880202906291,,
57,1991-01-01,-0.1109158436539739,,
57,1992-01-01,0.1528083601387509,,
57,1993-01-01,-0.0035369516431567,,
57,1994-01-01,0.0477367960876651,,
57,1995-01-01,-0.0510090851274338,,
57,1996-01-01,0.1050046665236478,,
57,1997-01-01,0.1253018647165367,,
57,1998-01-01,0.0747023538758993,,
57,1999-01-01,0.3794176713576593,,
58,1988-01-01,0.0645090312193889,,
58,1989-01-01,-0.0630539233627252,,
58,1990-01-01,0.0934034102074768,,
58,1991-01-01,-0.1142353674923805,,
58,1992-01-01,-0.0558479498505233,,
58,1993-01-01,0.0704798510937286,,
58,1994-01-01,-0.0104572375836695,,
58,1995-01-01,-0.0904477391409208,,
58,1996-01-01,0.0428094689651705,,
58,1997-01-01,0.1844858398883951,,
59,1987-01-01,-0.1932341424874069,,
59,1988-01-01,0.0077323046034194,,
59,1989-01-01,0.0558901574170205,,
59,1990-01-01,-0.0866070594643089,,
59,1991-01-01,-0.002358736372415,,
59,1992-01-01,0.0648195692044263,,
59,1993-01-01,-0.036426325982765,,
59,1994-01-01,-0.0530137101144238,,
59,1995-01-01,-0.1784923852295895,,
59,1996-01-01,0.1032443005402786,,
60,1985-01-01,-0.0652247625165641,,
60,1986-01-01,-0.0269644618192718,,
60,1987-01-01,0.0491911783406343,,
60,1988-01-01,0.1669066685358034,,
60,1989-01-01,-0.1104671086916384,,
60,1990-01-01,-0.0427737422873322,,
60,1991-01-01,0.0463939790580187,,
60,1992-01-01,0.0596571219820288,,
60,1993-01-01,0.0217620548104767,,
60,1994-01-01,-0.0057242627217025,,
60,1995-01-01,-0.1180773868445432,,
60,1996-01-01,0.0866576754955908,,
60,1997-01-01,0.1374057169977991,,
60,1998-01-01,0.0663370183144395,,
61,1985-01-01,-0.0289553663836588,,
61,1986-01-01,0.0333298477587432,1986-01-01,0.2207021251621819
61,1987-01-01,0.3437223326462538,1987-01-01,0.7884715113729316
61,1988-01-01,0.9997554484692828,,
61,1989-01-01,1.1078601738741456,,
61,1990-01-01,1.0701580588887991,,
61,1991-01-01,1.0094538095013548,,
61,1992-01-01,1.1137542582014586,1992-01-01,0.1123024844906145
61,1993-01-01,1.525841065617375,,
61,1994-01-01,1.0661894522169648,,
61,1995-01-01,1.0484415104492757,,
61,1996-01-01,1.4100305248056937,1996-01-01,0.1984391179309164
62,1988-01-01,-0.0529828931463767,,
62,1989-01-01,-0.1167586830911332,,
62,1990-01-01,0.1048044188016514,,
62,1991-01-01,0.0376250081198688,,
62,1992-01-01,0.3406107758719223,,
62,1993-01-01,0.0242726926126627,,
62,1994-01-01,-0.0148136524895643,1994-01-01,0.852759320424832
62,1995-01-01,0.8138286650976104,1995-01-01,0.7681242080228688
63,1985-01-01,-0.0375450314467387,,
63,1986-01-01,-0.1259672015625714,,
63,1987-01-01,-0.1181375295155613,,
63,1988-01-01,-0.0908099229780799,,
63,1989-01-01,-0.2600727868352381,,
63,1990-01-01,-0.0039569856785828,,
63,1991-01-01,0.0736419340889974,,
63,1992-01-01,-0.0156705137446648,,
63,1993-01-01,0.0943762024440892,,
